gene	wt	wt_1	wt_2	ko	ko_1	ko_2
2610524H06Rik	558	334	2294	308	488	397
2610528A11Rik	3	1	11	1	2	1
2610528J11Rik	0	0	0	0	3	4
2700029M09Rik	5183	3518	21202	3357	4629	4099
2700038G22Rik	711	416	3014	462	644	529
2700046A07Rik	0	0	0	0	0	0
2700046G09Rik	47	17	156	21	45	18
2700049A03Rik	1036	737	4509	666	803	765
2700054A10Rik	0	0	4	0	0	1
2700060E02Rik	6263	4238	24026	3913	5626	4508
2700062C07Rik	1012	642	3857	687	899	660
2700069I18Rik	0	0	0	0	0	0
2700070H01Rik	0	0	0	0	0	0
2700081O15Rik	1108	893	5599	758	1064	1203
2700089I24Rik	0	0	0	0	0	0
2700094K13Rik	4076	2840	16667	2597	3043	3019
2700097O09Rik	588	422	2331	417	537	422
2700099C18Rik	559	376	2570	372	425	372
2810001G20Rik	282	140	927	149	243	178
2810002D19Rik	128	109	600	100	162	98
2810004N23Rik	5577	3996	21976	3696	4756	4204
2810006K23Rik	545	433	2440	372	532	427
2810013P06Rik	321	212	1248	189	367	236
2810021J22Rik	454	330	2089	362	439	346
2810025M15Rik	52	24	154	22	21	31
2810029C07Rik	26	28	118	27	31	30
2810032G03Rik	0	0	0	0	0	0
2810047C21Rik1	7	2	7	1	4	7
2810049E08Rik	0	0	0	0	0	0
2810403A07Rik	4722	3142	19664	2895	3984	3419
2810403D21Rik	62	43	289	47	53	70
2810404M03Rik	0	0	0	0	0	0
2810405F15Rik	0	0	0	0	0	0
2810408A11Rik	54	51	274	37	69	45
2810408I11Rik	252	155	1058	155	219	189
2810410L24Rik	39	18	115	16	23	24
2810417H13Rik	8411	5951	42169	5734	5212	6075
2810428I15Rik	2571	1752	10561	1620	2553	2036
2810429I04Rik	45	28	142	17	33	18
2810433D01Rik	0	0	0	0	0	0
2810442N19Rik	0	0	0	0	0	0
2810454H06Rik	20	14	101	14	27	14
2810459M11Rik	0	3	7	0	1	0
2810468N07Rik	40	37	171	28	57	49
2810471M01Rik	0	0	0	0	0	0
2810474O19Rik	2422	1664	9868	1626	2770	1734
2900005J15Rik	296	184	1238	219	317	217
2900008C10Rik	227	172	1046	166	189	162
2900009J06Rik	0	2	0	1	0	0
2900011O08Rik	0	0	0	1	1	0
2900026A02Rik	197	138	2201	136	237	158
2900041M22Rik	12	11	39	7	7	9
2900052N01Rik	0	0	0	0	0	0
2900055J20Rik	0	0	0	0	0	0
2900057B20Rik	0	0	0	0	0	0
2900060B14Rik	5	3	27	4	5	6
2900076A07Rik	85	73	398	72	123	91
2900079G21Rik	0	0	0	0	0	0
2900092C05Rik	0	0	0	0	0	0
2900092D14Rik	0	0	0	0	0	0
2900097C17Rik	4922	3644	21196	3563	5327	4388
3000002C10Rik	175	148	835	136	166	117
3010001F23Rik	0	0	0	0	0	0
3010026O09Rik	276	197	1189	195	222	179
3100003L05Rik	0	0	0	0	0	0
3110001I22Rik	400	255	1503	228	416	330
3110002H16Rik	1531	1087	6498	1032	1547	1346
3110009E18Rik	158	147	662	110	154	119
3110009F21Rik	0	0	0	0	0	0
3110015C05Rik	1	0	5	1	0	0
3110021A11Rik	3	4	13	3	3	2
3110021N24Rik	0	2	12	1	2	6
3110035E14Rik	0	0	0	0	0	0
3110039I08Rik	0	0	0	0	0	0
3110039M20Rik	0	0	0	0	0	0
3110040N11Rik	1104	815	4307	692	986	856
3110043O21Rik	411	327	1918	270	461	353
3110045C21Rik	42	19	153	27	15	26
3110052M02Rik	313	227	1388	233	383	297
3110056K07Rik	218	162	944	152	248	215
3110057O12Rik	213	163	982	155	207	196
3110062M04Rik	245	165	878	137	253	206
3110070M22Rik	36	42	205	13	7	11
3110079O15Rik	0	0	2	0	0	0
3110082I17Rik	4533	3370	18905	3165	3868	3266
3110082J24Rik	0	0	0	0	0	0
3110099E03Rik	1	0	0	0	0	0
3200001D21Rik	30	11	63	15	21	23
3300002I08Rik	24	15	70	14	17	17
3300002P13Rik	0	0	1	0	1	0
3300005D01Rik	37	19	133	24	20	12
3425401B19Rik	0	0	0	0	0	0
3632451O06Rik	0	0	0	0	1	0
3632454L22Rik	5	0	6	1	4	0
3830403N18Rik	46	19	117	61	111	92
3830406C13Rik	985	666	4190	695	1084	878
3830408C21Rik	20	11	93	15	22	16
3830417A13Rik	0	0	0	0	0	0
3830432H09Rik	0	0	6	0	0	0
3930402G23Rik	0	2	3	1	1	0
4430402I18Rik	9	3	26	5	5	6
4631405J19Rik	3	0	8	0	3	3
4632404H12Rik	343	241	1356	241	380	288
4632415L05Rik	914	696	4034	635	860	695
4632427E13Rik	13	7	61	10	16	12
4632428C04Rik	8	6	47	7	4	4
4632428N05Rik	6539	4037	26982	4333	8582	5335
4732416N19Rik	7	7	28	1	3	2
4732456N10Rik	0	0	0	0	0	0
4732471J01Rik	29	13	164	16	37	29
4732490B19Rik	4	1	13	0	5	3
4732491K20Rik	16	8	62	17	23	15
4831407H17Rik	1	0	1	0	0	0
4831440E17Rik	40	34	245	43	62	35
4833411C07Rik	0	0	0	0	0	0
4833412C05Rik	0	0	4	0	0	0
4833415N18Rik	2	3	8	0	2	2
4833417C18Rik	104	90	538	85	99	80
4833418N02Rik	16	14	105	17	38	19
4833419F23Rik	36	14	107	13	27	21
4833420G17Rik	2446	1654	10461	1648	2148	1841
4833422C13Rik	6	6	30	0	10	3
4833422M21Rik	0	0	2	0	0	0
4833423E24Rik	0	0	0	0	0	0
4833427F10Rik	0	1	0	0	0	0
4833427G06Rik	0	0	0	0	0	0
4833428L15Rik	0	0	0	0	0	0
4833439L19Rik	2439	1821	10591	1652	2444	2237
4921501E09Rik	0	0	0	0	0	0
4921504A21Rik	0	0	0	0	0	0
4921504E06Rik	0	0	1	0	0	0
4921506M07Rik	0	0	0	0	0	0
4921507L20Rik	30	17	132	23	23	15
4921507P07Rik	84	50	275	51	65	52
4921508D12Rik	0	0	0	0	0	0
4921509C19Rik	0	0	1	0	0	0
4921509O07Rik	0	0	3	0	0	1
4921511C10Rik	1	0	6	0	1	1
4921511C20Rik	0	0	0	0	0	0
4921511H03Rik	0	0	0	0	0	0
4921511I17Rik	4	0	3	0	3	1
4921511M17Rik	0	0	0	0	0	0
4921513I03Rik	0	0	0	0	0	0
4921515E04Rik	0	0	0	0	0	0
4921517D22Rik	1	0	7	3	3	0
4921518K17Rik	0	0	0	0	0	0
4921524J17Rik	872	622	3456	579	834	607
4921524L21Rik	0	0	0	0	0	0
4921525O09Rik	93	76	664	77	139	84
4921529L05Rik	0	0	0	0	0	0
4921530L21Rik	0	0	0	0	0	0
4921531C22Rik	54	64	276	35	55	40
4921531P14Rik	0	0	0	0	0	0
4921533I20Rik	1	0	0	0	0	0
4921534H16Rik	0	0	0	0	0	0
4921536K21Rik	5	11	22	6	5	6
4921539E11Rik	0	0	0	0	0	0
4922502D21Rik	2	1	7	0	1	3
4922502H24Rik	0	0	0	0	0	0
4922502N22Rik	0	0	0	0	0	0
4930401C15Rik	0	0	0	0	0	0
4930401O10Rik	0	0	0	0	0	0
4930401O12Rik	0	0	0	0	0	0
4930402F06Rik	3	1	1	1	0	0
4930402F11Rik	0	0	0	0	0	0
4930402H24Rik	247	202	1186	171	308	275
4930402K13Rik	0	0	0	0	0	0
4930404A05Rik	0	0	0	0	0	0
4930404H11Rik	0	0	0	0	0	0
4930404I05Rik	59	38	240	16	51	45
4930404N11Rik	681	498	2944	414	594	529
4930405A10Rik	0	0	0	0	0	0
4930405A21Rik	18	13	93	14	26	11
4930405D11Rik	0	0	0	0	0	0
4930405J17Rik	0	0	0	0	1	0
4930405L22Rik	0	0	0	0	0	0
4930405O22Rik	3	1	19	3	6	4
4930406D18Rik	0	0	0	0	0	0
4930407G08Rik	0	0	0	0	0	0
4930407I10Rik	0	0	0	0	0	0
4930407I19Rik	0	0	0	0	0	0
4930412B13Rik	0	0	0	0	0	0
4930412C18Rik	0	0	0	0	0	0
4930412O13Rik	1	11	64	5	16	5
4930413E15Rik	0	0	0	0	0	0
4930413F20Rik	0	0	0	0	0	0
4930413G21Rik	1903	1502	9071	1239	1691	1614
4930413M19Rik	0	0	0	0	0	0
4930414N06Rik	2	1	2	1	0	1
4930415F15Rik	23	21	106	8	17	8
4930415L06Rik	0	0	0	0	0	0
4930415O20Rik	3	4	20	2	9	1
4930417O13Rik	697	481	2814	472	995	794
4930417O22Rik	0	0	0	0	0	0
4930419G24Rik	0	0	0	0	0	0
4930423M02Rik	0	0	0	0	0	0
4930425K10Rik	0	0	0	0	0	0
4930425L21Rik	0	0	0	0	0	0
4930425O10Rik	0	0	0	0	0	1
4930426D05Rik	0	0	0	0	0	0
4930426L09Rik	37	19	168	34	40	26
4930427A07Rik	2568	1854	10767	1578	1687	1814
4930428D20Rik	0	0	0	0	0	0
4930428E07Rik	0	0	0	0	0	0
4930428G15Rik	0	0	0	0	0	0
4930428O21Rik	60	30	204	34	24	31
4930429B21Rik	60	42	187	26	29	18
4930429D17Rik	0	0	0	0	0	0
4930429F11Rik	0	0	0	0	0	0
4930429F24Rik	2	3	17	3	3	3
4930430A15Rik	0	0	0	0	0	0
4930430F08Rik	375	275	1660	288	331	289
4930430F21Rik	0	0	0	0	0	0
4930430J02Rik	0	0	1	1	0	0
4930431F12Rik	0	0	0	0	0	0
4930431P03Rik	185	94	785	105	160	107
4930432J09Rik	0	0	0	0	0	0
4930432K21Rik	385	271	1596	276	348	233
4930432M17Rik	0	0	0	0	0	0
4930433B08Rik	0	0	0	0	0	0
4930433I11Rik	0	0	0	0	0	0
4930433N12Rik	0	0	0	0	0	0
4930434J06Rik	0	0	0	0	0	0
4930435E12Rik	0	0	0	0	0	0
4930438E09Rik	0	0	0	0	0	0
4930440C22Rik	0	0	0	0	0	0
4930440I19Rik	0	0	0	0	0	0
4930441H08Rik	0	0	0	0	0	0
4930441J16Rik	0	0	0	0	0	0
4930442J19Rik	0	0	0	0	0	0
4930442L01Rik	0	0	0	0	0	0
4930443O20Rik	0	0	3	0	2	0
4930444F02Rik	0	0	0	0	0	0
4930444G20Rik	0	0	0	0	0	0
4930444M15Rik	2	0	1	0	0	0
4930444P10Rik	0	0	0	0	1	0
4930445N18Rik	0	0	0	0	0	0
4930447A16Rik	0	0	0	0	0	0
4930447C04Rik	0	1	1	0	0	2
4930447F24Rik	19	11	48	9	11	23
4930447J18Rik	0	0	0	0	0	0
4930447K03Rik	0	1	2	1	2	0
4930447M23Rik	1	0	0	0	0	0
4930447N08Rik	0	0	0	0	0	0
4930448C13Rik	0	0	0	0	0	0
4930448F12Rik	0	0	0	0	0	0
4930448H16Rik	0	0	4	0	0	0
4930448I06Rik	0	0	0	0	0	0
4930448I18Rik	0	0	0	0	0	0
4930448K20Rik	0	1	2	0	1	1
4930449E01Rik	0	0	0	0	0	0
4930449E18Rik	0	0	0	0	0	0
4930449I24Rik	0	0	0	0	0	0
4930451G09Rik	16	11	96	12	14	15
4930451I11Rik	0	0	0	0	0	0
4930452A19Rik	0	0	0	0	0	0
4930452B06Rik	47	53	303	49	23	23
4930452G13Rik	0	0	0	0	0	0
4930452N14Rik	0	0	0	0	0	0
4930453H23Rik	0	1	0	0	0	0
4930453L07Rik	0	0	0	0	0	0
4930453N24Rik	1887	1262	7440	1213	1729	1466
4930455B14Rik	0	0	0	0	0	0
4930455C13Rik	15	7	78	15	11	19
4930455D15Rik	0	0	2	1	1	1
4930455F16Rik	0	0	1	0	0	0
4930455G09Rik	0	0	0	0	0	0
4930455H04Rik	0	0	0	0	0	0
4930455J16Rik	0	0	0	0	0	0
4930456L15Rik	1	0	1	0	0	1
4930459C07Rik	19	11	105	4	12	7
4930459L07Rik	0	0	0	0	0	0
4930461G14Rik	0	0	0	0	0	0
4930463O16Rik	0	0	0	0	0	0
4930465K10Rik	9	6	66	10	8	10
4930465M20Rik	0	0	0	0	0	0
4930467D21Rik	0	0	0	0	0	0
4930467E23Rik	0	0	0	0	0	0
4930467K11Rik	1	1	2	0	0	0
4930469G21Rik	0	0	0	0	0	0
4930470H14Rik	0	0	0	0	0	0
4930470O06Rik	0	0	0	0	0	0
4930470P17Rik	0	0	0	0	0	0
4930471C04Rik	0	0	2	0	0	1
4930471G03Rik	0	0	0	0	0	0
4930471M09Rik	0	0	4	2	0	0
4930473A02Rik	25	8	71	6	16	11
4930473O22Rik	0	0	0	0	0	0
4930474G06Rik	0	0	0	0	0	0
4930474H20Rik	0	0	0	0	0	0
4930474M22Rik	0	0	0	0	0	0
4930474N05Rik	0	0	0	0	0	0
4930474N09Rik	1	0	5	0	2	2
4930477N07Rik	0	0	0	0	0	0
4930478L05Rik	4	1	10	2	12	4
4930478P22Rik	0	0	0	0	0	0
4930479D17Rik	2	1	19	6	3	5
4930480E11Rik	0	0	0	0	0	0
4930480G23Rik	0	0	0	0	0	0
4930480K15Rik	0	0	0	0	0	0
4930480K23Rik	68	49	330	45	66	47
4930480M12Rik	0	0	0	0	0	0
4930481A15Rik	236	190	1035	120	235	127
4930482G09Rik	0	0	0	0	0	0
4930483J18Rik	1	0	10	0	0	0
4930483K19Rik	15	10	97	9	15	12
4930483O08Rik	0	0	0	0	0	0
4930484H19Rik	1	0	0	0	0	2
4930486F22Rik	0	0	0	0	0	0
4930486I03Rik	0	0	0	0	0	0
4930486L24Rik	20	12	63	14	14	13
4930487D11Rik	0	0	1	0	0	0
4930487H11Rik	0	1	4	1	0	7
4930488B22Rik	0	0	0	0	0	0
4930488L21Rik	0	0	0	0	0	0
4930500F04Rik	0	0	1	0	0	1
4930500L23Rik	0	0	0	0	0	0
4930502A04Rik	0	0	0	0	0	0
4930502E09Rik	7	4	31	4	8	4
4930502E18Rik	0	0	0	0	0	0
4930503B20Rik	6	1	7	1	0	1
4930503E14Rik	0	0	0	0	0	0
4930503E24Rik	2	3	15	5	6	4
4930503F20Rik	0	0	0	0	0	0
4930503H13Rik	0	0	0	0	0	0
4930503L19Rik	976	779	4698	729	977	877
4930503O07Rik	0	0	0	0	0	0
4930504C09Rik	0	0	0	0	0	0
4930504O13Rik	0	0	0	0	0	0
4930505A04Rik	0	0	0	0	0	0
4930505G20Rik	0	0	0	0	0	0
4930505K13Rik	0	0	0	0	0	0
4930505K14Rik	0	0	0	0	0	0
4930506A18Rik	0	0	0	0	0	0
4930506C21Rik	43	31	178	33	50	31
4930507D05Rik	18	15	85	10	11	15
4930507D10Rik	0	0	0	0	0	0
4930509E16Rik	28	27	123	22	34	34
4930509J09Rik	0	0	0	0	0	0
4930509K18Rik	0	0	0	0	0	0
4930511A02Rik	0	0	0	0	0	0
4930511A08Rik	0	0	0	0	0	0
4930511E03Rik	0	0	0	0	2	0
4930511M06Rik	0	0	0	0	0	0
4930512B01Rik	0	0	1	0	0	0
4930512J16Rik	1	5	16	0	1	3
4930512M02Rik	0	0	4	0	0	0
4930513D17Rik	0	0	0	0	0	0
4930513N10Rik	206	156	817	130	151	148
4930513O06Rik	0	0	0	0	0	0
4930515B02Rik	0	0	0	0	0	0
4930515G01Rik	52	47	241	37	64	38
4930515G16Rik	0	0	0	0	0	0
4930515L03Rik	0	0	0	0	0	0
4930515L19Rik	0	0	0	0	0	0
4930517E11Rik	0	0	0	0	0	0
4930517M08Rik	0	0	0	0	0	0
4930518J21Rik	0	0	0	0	2	0
4930518P08Rik	0	0	0	0	0	0
4930519D14Rik	0	0	2	0	0	0
4930519F09Rik	2	1	5	0	1	2
4930519F16Rik	0	0	0	0	0	0
4930519F24Rik	0	0	0	0	0	0
4930519G04Rik	0	0	0	0	0	0
4930519H02Rik	0	0	0	0	0	0
4930519K11Rik	0	0	0	0	0	0
4930520O04Rik	93	78	403	62	72	71
4930520P13Rik	0	0	0	0	0	0
4930521E06Rik	0	0	0	0	0	0
4930522H14Rik	0	0	0	0	0	0
4930522O17Rik	0	0	0	0	0	0
4930523C07Rik	1300	925	5619	781	1309	967
4930523O13Rik	0	0	0	0	0	0
4930524B15Rik	2	1	12	0	2	1
4930524B17Rik	0	0	0	0	0	0
4930524C18Rik	0	0	0	0	0	0
4930524N10Rik	0	0	0	0	0	0
4930524O05Rik	0	0	0	0	0	0
4930524O08Rik	0	0	0	0	0	0
4930525C09Rik	0	0	0	0	0	0
4930525D18Rik	4	2	6	2	0	3
4930525G20Rik	9	7	55	14	9	5
4930526H09Rik	0	0	0	0	0	0
4930526I15Rik	730	457	2858	393	551	532
4930526L06Rik	0	0	0	0	0	0
4930527F14Rik	0	0	1	0	0	0
4930527G23Rik	0	0	0	0	0	0
4930528A17Rik	13	11	54	7	4	5
4930528D03Rik	0	0	0	0	0	0
4930528G23Rik	0	0	0	0	0	0
4930528H21Rik	0	0	0	0	0	1
4930528P14Rik	0	0	0	0	0	0
4930529C04Rik	3	0	0	0	0	0
4930529K09Rik	0	0	0	0	0	0
4930529L06Rik	0	0	0	0	0	0
4930532I03Rik	0	0	0	0	0	0
4930532M18Rik	0	0	0	0	0	0
4930533B01Rik	0	0	0	0	0	0
4930533N22Rik	0	0	0	0	0	0
4930533P14Rik	0	0	0	0	0	0
4930538K18Rik	5	4	31	6	5	2
4930539C22Rik	0	0	0	0	0	0
4930539E08Rik	37	27	216	18	40	43
4930539J05Rik	1275	850	5130	863	988	917
4930539M17Rik	0	0	0	0	0	0
4930539N22Rik	0	0	0	0	0	0
4930540M03Rik	0	0	0	0	0	0
4930542C21Rik	0	0	2	0	0	2
4930542D17Rik	0	0	0	0	1	0
4930543E12Rik	0	0	0	0	0	0
4930543N07Rik	0	0	0	0	0	0
4930544D05Rik	0	1	11	1	2	4
4930544G11Rik	0	0	0	0	0	0
4930544M13Rik	0	0	0	0	0	0
4930545E07Rik	0	0	0	0	0	0
4930545H06Rik	0	0	0	0	0	0
4930545L23Rik	0	0	0	0	0	0
4930546C10Rik	0	0	1	0	0	0
4930546K05Rik	1	3	4	0	0	0
4930547E08Rik	4	2	10	3	0	1
4930547E14Rik	0	0	0	0	0	0
4930548G14Rik	0	0	0	0	0	0
4930548H24Rik	9	8	52	7	7	3
4930548J01Rik	0	0	0	0	0	0
4930548K13Rik	0	0	0	0	0	0
4930549C01Rik	0	0	0	0	0	0
4930549C15Rik	0	0	1	0	0	0
4930549G23Rik	48	41	208	34	39	35
4930550C14Rik	13	10	52	10	4	5
4930550C17Rik	0	0	0	0	0	0
4930550L24Rik	0	1	3	0	0	1
4930552N02Rik	0	0	0	0	0	0
4930552P12Rik	4	2	11	1	2	6
4930553C11Rik	0	0	0	0	0	0
4930553E22Rik	0	0	0	0	2	0
4930554C24Rik	0	0	0	0	0	0
4930554G24Rik	0	0	4	1	0	0
4930554H23Rik	0	0	0	0	0	0
4930554I06Rik	0	0	1	0	0	0
4930555B11Rik	0	0	0	0	0	0
4930555B12Rik	0	0	0	0	0	0
4930555G01Rik	0	0	0	0	0	0
4930555G21Rik	0	0	0	0	0	0
4930555K05Rik	0	0	0	0	0	0
4930556C24Rik	0	0	0	0	0	0
4930556G01Rik	0	0	0	0	0	0
4930556J02Rik	0	0	0	0	0	0
4930556M19Rik	2	3	12	0	1	0
4930556N09Rik	0	0	0	0	0	0
4930556N13Rik	3	1	6	0	4	4
4930557A04Rik	0	0	0	0	0	0
4930557F10Rik	0	0	2	0	0	0
4930557J02Rik	0	0	1	0	0	0
4930557K07Rik	48	33	224	26	44	43
4930558C23Rik	0	0	0	0	0	0
4930558F17Rik	0	0	0	0	0	0
4930558G05Rik	0	0	0	0	0	0
4930558J18Rik	92	53	365	60	46	37
4930558K02Rik	4	0	7	1	7	0
4930559C10Rik	0	0	0	0	0	0
4930562C15Rik	7	5	29	2	8	5
4930562F07Rik	7	8	55	11	12	15
4930563D23Rik	0	0	0	0	0	0
4930563E18Rik	0	0	0	0	0	0
4930563E22Rik	22	19	97	14	16	10
4930563F08Rik	0	0	0	0	0	0
4930563H07Rik	0	0	0	0	0	0
4930563M20Rik	0	0	0	0	0	0
4930563M21Rik	0	0	5	2	1	1
4930564B18Rik	0	0	0	0	0	0
4930564C03Rik	0	0	0	0	0	0
4930564D02Rik	0	0	1	0	0	0
4930565D16Rik	0	0	0	0	0	0
4930565N06Rik	15	9	89	10	11	16
4930567H12Rik	0	0	0	0	0	0
4930567H17Rik	0	0	0	0	0	0
4930567J20Rik	0	0	0	0	0	0
4930567K12Rik	0	0	0	0	2	0
4930567K20Rik	0	0	0	0	0	0
4930568D16Rik	0	0	0	0	0	0
4930568E12Rik	0	0	0	0	0	0
4930568G15Rik	0	0	0	0	0	0
4930570G19Rik	0	0	0	0	0	0
4930571K23Rik	0	0	0	0	0	0
4930571O06Rik	0	0	0	0	0	0
4930572K03Rik	0	0	0	0	0	0
4930572O03Rik	0	0	0	0	0	0
4930572O13Rik	0	0	0	0	0	0
4930573O16Rik	0	0	0	0	1	1
4930577N17Rik	54	36	224	33	45	32
4930578C19Rik	0	0	0	0	0	0
4930578E11Rik	0	0	0	0	0	0
4930578I06Rik	0	0	0	0	0	0
4930578M01Rik	5	3	20	3	3	11
4930578N18Rik	0	0	0	0	0	0
4930579F01Rik	0	0	0	0	0	0
4930579G18Rik	631	475	2927	411	580	523
4930579G24Rik	1198	809	4948	742	853	810
4930579H20Rik	0	0	0	0	0	0
4930579J19Rik	0	0	0	0	0	0
4930579K19Rik	11	3	42	8	17	10
4930579P08Rik	0	0	0	0	0	0
4930581F22Rik	165	134	799	127	239	189
4930583K01Rik	1	1	2	1	1	0
4930583P06Rik	0	0	0	0	0	0
4930584F24Rik	0	0	0	0	0	0
4930586N03Rik	0	0	0	0	0	0
4930587E11Rik	0	0	0	0	0	0
4930590J08Rik	5	7	24	0	4	3
4930590L20Rik	0	0	0	0	0	0
4930591A17Rik	0	0	0	0	0	0
4930591E09Rik	0	0	0	0	0	0
4930592A05Rik	0	0	0	0	0	0
4930592I03Rik	0	0	0	0	0	0
4930593A02Rik	1	3	11	2	1	1
4930593C16Rik	0	0	0	0	0	0
4930594C11Rik	9	6	48	3	9	10
4930594O21Rik	0	0	0	0	0	0
4930595D18Rik	0	1	7	1	3	2
4930595M18Rik	0	0	0	0	0	0
4930596D02Rik	0	0	0	0	0	0
4930596I21Rik	7	3	15	0	3	4
4930597A21Rik	0	0	0	0	0	0
4930597G03Rik	0	0	0	0	0	0
4930598F16Rik	0	0	0	0	0	0
4930599N23Rik	0	4	5	0	4	5
4931402G19Rik	1	3	5	0	1	1
4931403E22Rik	18	2	52	8	18	10
4931403G20Rik	2	0	5	0	0	0
4931406B18Rik	0	0	0	0	0	0
4931406C07Rik	311	206	1154	230	303	278
4931406H21Rik	3	0	4	4	2	2
4931406P16Rik	2821	1943	11762	1712	2110	1891
4931408C20Rik	0	0	0	0	0	0
4931408D14Rik	3	1	19	2	1	0
4931409K22Rik	1	0	1	0	1	0
4931414P19Rik	385	278	1552	225	307	241
4931417E11Rik	0	0	0	0	0	0
4931419H13Rik	0	0	0	0	0	0
4931420L22Rik	0	0	0	0	0	0
4931423N10Rik	1	0	6	2	0	0
4931428F04Rik	85	44	363	48	43	46
4931428L18Rik	0	0	0	0	0	0
4931429I11Rik	1	0	0	2	0	0
4931429L15Rik	1	1	6	1	2	2
4931429P17Rik	0	0	0	0	0	0
4931430N09Rik	0	0	0	0	0	0
4931431B13Rik	0	0	0	0	0	0
4931431C16Rik	8	5	19	4	7	7
4931431F19Rik	0	0	0	0	0	0
4931440F15Rik	0	1	1	0	1	0
4931440J10Rik	2	1	6	0	1	0
4931440P22Rik	38	20	127	19	36	31
4932411E22Rik	0	0	0	0	0	0
4932411N23Rik	0	0	0	0	0	0
4932412D23Rik	0	0	0	0	0	0
4932413F04Rik	0	0	1	0	0	0
4932414J04Rik	0	0	0	0	0	0
4932414N04Rik	0	0	0	0	0	0
4932415M13Rik	0	0	0	0	0	0
4932416H05Rik	36	34	183	26	33	38
4932416K20Rik	0	0	0	0	0	0
4932418E24Rik	0	0	0	0	0	0
4932429P05Rik	0	0	0	0	0	0
4932435O22Rik	0	0	0	0	0	1
4932438A13Rik	7783	5970	35167	5383	6599	6420
4932438H23Rik	17	6	80	5	18	9
4932441J04Rik	0	0	0	0	1	0
4932443I19Rik	0	0	0	0	0	0
4932702P03Rik	0	0	0	0	1	0
4933400A11Rik	0	0	0	0	0	0
4933400B14Rik	0	0	0	0	0	0
4933400C23Rik	0	0	0	0	0	0
4933400F21Rik	0	0	0	0	0	0
4933400L20Rik	0	0	0	0	0	0
4933401B06Rik	0	0	0	0	0	0
4933401D09Rik	0	0	0	0	0	0
4933401H06Rik	0	0	0	0	1	1
4933402C06Rik	0	0	0	0	0	0
4933402D24Rik	8	5	41	6	8	7
4933402E13Rik	0	0	0	0	0	0
4933402J07Rik	0	0	0	0	0	0
4933402J10Rik	0	0	0	0	0	0
4933402J15Rik	0	0	0	0	0	0
4933402N03Rik	0	0	0	0	0	0
4933402N22Rik	0	0	0	0	0	0
4933402P03Rik	0	0	0	0	0	0
4933403O08Rik	0	0	0	0	0	0
4933404G15Rik	0	0	0	0	0	0
4933404K08Rik	0	0	2	0	0	0
4933404K13Rik	0	0	0	0	0	1
4933404O12Rik	806	608	3211	523	709	533
4933405D12Rik	0	0	7	0	0	1
4933405E24Rik	0	0	1	0	0	0
4933405L10Rik	8	8	30	4	6	8
4933405O20Rik	0	0	0	0	0	0
4933406C10Rik	3	5	12	3	0	1
4933406D12Rik	0	0	0	0	0	0
4933406F09Rik	0	0	0	0	0	0
4933406G16Rik	0	0	0	0	0	0
4933406I18Rik	15	11	69	7	17	12
4933406J08Rik	0	0	0	0	0	0
4933406J10Rik	0	0	8	0	0	0
4933406K04Rik	0	0	0	0	0	0
4933406M09Rik	0	0	0	0	1	0
4933407E24Rik	0	0	0	0	0	0
4933407G14Rik	0	0	1	0	0	0
4933407I05Rik	1	0	0	0	1	0
4933407K13Rik	158	106	661	123	142	104
4933407L21Rik	3	3	9	3	0	1
4933408B17Rik	19	6	53	9	13	9
4933408J17Rik	38	27	164	19	37	30
4933408N05Rik	0	0	1	0	1	0
4933409G03Rik	0	0	1	0	0	0
4933409K07Rik	0	2	6	0	1	0
4933411E08Rik	1	0	10	0	0	4
4933411G06Rik	0	0	0	0	0	0
4933411K16Rik	0	0	0	0	0	0
4933412E12Rik	316	176	1287	157	354	198
4933412E24Rik	1	0	5	0	1	2
4933412O06Rik	0	0	0	0	0	0
4933413G19Rik	1	2	15	1	2	0
4933413J09Rik	11	7	39	5	13	13
4933413L06Rik	0	0	0	0	0	0
4933415F23Rik	0	0	0	0	1	0
4933416C03Rik	0	0	0	0	0	0
4933416E03Rik	0	0	0	0	0	0
4933416I08Rik	0	0	0	0	0	0
4933416M06Rik	0	0	0	0	0	0
4933416M07Rik	4	7	28	2	3	2
4933417A18Rik	0	0	0	0	0	0
4933417D19Rik	16	15	72	12	16	3
4933417E11Rik	0	0	0	0	0	0
4933417G07Rik	0	0	1	0	0	1
4933417O13Rik	0	0	0	0	0	0
4933421I07Rik	1	1	0	1	0	0
4933421O10Rik	183	125	742	116	161	127
4933422A05Rik	7	9	37	4	12	5
4933424G05Rik	4	3	14	1	3	0
4933424G06Rik	1	1	11	3	0	0
4933425B07Rik	0	0	0	0	0	0
4933425L06Rik	2	0	2	2	1	1
4933427D06Rik	0	0	0	0	0	0
4933427D14Rik	1292	1010	5410	831	1049	947
4933427E11Rik	9	7	43	3	7	6
4933427E13Rik	0	0	0	0	0	0
4933427G17Rik	0	0	9	1	0	0
4933427I22Rik	0	0	0	0	0	0
4933428C19Rik	0	0	0	0	0	0
4933428G20Rik	0	0	0	0	1	0
4933429K18Rik	2	2	3	1	3	0
4933429O19Rik	0	1	0	0	0	0
4933430H16Rik	0	2	1	0	1	0
4933430I17Rik	47	39	237	45	34	33
4933430M04Rik	0	0	0	0	0	0
4933430N04Rik	0	0	0	0	0	0
4933431E20Rik	4	3	16	6	3	8
